Date,Location,Crime_Type,Severity
2023-02-21,Residential Zone,Vandalism,Medium
2023-02-21,Residential Zone,Assault,Low
2023-02-21,Residential Zone,Vandalism,Low
2023-02-21,City Center,Vandalism,Low
2023-02-21,City Center,Burglary,Low
2023-02-21,City Center,Assault,Low
2023-02-22,Downtown,Vandalism,Medium
2023-02-22,Downtown,Drug Offense,Low
2023-02-22,Downtown,Assault,Low
2023-02-22,Downtown,Drug Offense,Medium
2023-02-22,Downtown,Burglary,Medium
2023-02-22,Downtown,Vandalism,Low
2023-02-22,Downtown,Assault,Low
2023-02-22,Downtown,Assault,Medium
2023-02-22,Downtown,Drug Offense,Medium
2023-02-22,Downtown,Burglary,Medium
2023-02-22,Suburb,Theft,High
2023-02-22,Suburb,Vandalism,Low
2023-02-22,Suburb,Theft,Medium
2023-02-22,Industrial Area,Vandalism,High
2023-02-22,Industrial Area,Assault,Medium
2023-02-22,Industrial Area,Assault,Medium
2023-02-22,Industrial Area,Drug Offense,Medium
2023-02-22,Industrial Area,Drug Offense,Medium
2023-02-22,Industrial Area,Vandalism,Medium
2023-02-22,Residential Zone,Assault,Low
2023-02-22,Residential Zone,Assault,Medium
2023-02-22,Residential Zone,Assault,Low
2023-02-22,Residential Zone,Vandalism,Low
2023-02-22,City Center,Drug Offense,Low
2023-02-22,City Center,Drug Offense,Medium
2023-02-22,City Center,Burglary,High
2023-02-22,City Center,Vandalism,Low
2023-02-22,City Center,Vandalism,High
2023-02-22,City Center,Drug Offense,High
2023-02-22,City Center,Assault,Low
2023-02-22,City Center,Drug Offense,Medium
2023-02-22,City Center,Burglary,Medium
2023-02-23,Downtown,Theft,Medium
2023-02-23,Downtown,Vandalism,Low
2023-02-23,Downtown,Drug Offense,High
2023-02-23,Downtown,Drug Offense,Low
2023-02-23,Suburb,Drug Offense,High
2023-02-23,Suburb,Theft,Low
2023-02-23,Suburb,Theft,Low
2023-02-23,Suburb,Theft,Low
2023-02-23,Industrial Area,Drug Offense,High
2023-02-23,Residential Zone,Drug Offense,High
2023-02-23,Residential Zone,Theft,Low
2023-02-23,Residential Zone,Assault,Low
2023-02-23,Residential Zone,Theft,High
2023-02-23,City Center,Vandalism,Medium
2023-02-23,City Center,Assault,Low
2023-02-23,City Center,Drug Offense,Low
2023-02-24,Downtown,Theft,Medium
2023-02-24,Downtown,Vandalism,Medium
2023-02-24,Downtown,Drug Offense,Low
2023-02-24,Downtown,Vandalism,Low
2023-02-24,Downtown,Theft,Medium
2023-02-24,Suburb,Vandalism,Low
2023-02-24,Suburb,Drug Offense,Medium
2023-02-24,Industrial Area,Theft,Low
2023-02-24,Industrial Area,Assault,Low
2023-02-24,Industrial Area,Theft,High
2023-02-24,Industrial Area,Theft,Medium
2023-02-24,Residential Zone,Theft,Low
2023-02-24,Residential Zone,Vandalism,Low
2023-02-24,Residential Zone,Burglary,Low
2023-02-24,Residential Zone,Theft,High
2023-02-24,City Center,Vandalism,Low
2023-02-24,City Center,Drug Offense,Medium
2023-02-24,City Center,Drug Offense,Low
2023-02-24,City Center,Assault,High
2023-02-24,City Center,Drug Offense,Medium
2023-02-24,City Center,Assault,High
2023-02-25,Downtown,Theft,High
2023-02-25,Downtown,Burglary,High
2023-02-25,Downtown,Drug Offense,Low
2023-02-25,Downtown,Vandalism,Low
2023-02-25,Downtown,Theft,Medium
2023-02-25,Downtown,Assault,Low
2023-02-25,Downtown,Vandalism,Low
2023-02-25,Suburb,Vandalism,Low
2023-02-25,Suburb,Assault,High
2023-02-25,Suburb,Assault,High
2023-02-25,Suburb,Assault,Low
2023-02-25,Suburb,Assault,Medium
2023-02-25,Industrial Area,Burglary,Low
2023-02-25,Industrial Area,Vandalism,Low
2023-02-25,Industrial Area,Burglary,Low
2023-02-25,Industrial Area,Burglary,High
2023-02-25,Residential Zone,Assault,Low
2023-02-25,Residential Zone,Vandalism,High
2023-02-25,Residential Zone,Theft,Low
2023-02-25,Residential Zone,Theft,Low
2023-02-25,Residential Zone,Drug Offense,Low
2023-02-25,City Center,Drug Offense,Low
2023-02-25,City Center,Drug Offense,Low
2023-02-25,City Center,Burglary,High
2023-02-25,City Center,Burglary,Low
2023-02-25,City Center,Vandalism,Low
2023-02-25,City Center,Theft,Medium
2023-02-25,City Center,Drug Offense,Low
2023-02-25,City Center,Burglary,Low
2023-02-26,Downtown,Drug Offense,Low
2023-02-26,Downtown,Drug Offense,Low
2023-02-26,Downtown,Vandalism,Low
2023-02-26,Downtown,Vandalism,Low
2023-02-26,Suburb,Burglary,Low
2023-02-26,Suburb,Theft,Medium
2023-02-26,Suburb,Assault,Medium
2023-02-26,Suburb,Burglary,High
2023-02-26,Suburb,Burglary,Medium
2023-02-26,Industrial Area,Drug Offense,High
2023-02-26,Industrial Area,Drug Offense,Medium
2023-02-26,Industrial Area,Burglary,Low
2023-02-26,Industrial Area,Theft,Low
2023-02-26,Industrial Area,Burglary,Low
2023-02-26,Industrial Area,Drug Offense,Low
2023-02-26,Industrial Area,Theft,Low
2023-02-26,Residential Zone,Drug Offense,High
2023-02-26,Residential Zone,Theft,Low
2023-02-26,City Center,Drug Offense,Medium
2023-02-26,City Center,Drug Offense,High
2023-02-26,City Center,Assault,Medium
2023-02-27,Downtown,Burglary,Low
2023-02-27,Downtown,Assault,Medium
2023-02-27,Suburb,Vandalism,High
2023-02-27,Suburb,Vandalism,Low
2023-02-27,Suburb,Assault,Low
2023-02-27,Suburb,Theft,Medium
2023-02-27,Industrial Area,Vandalism,Low
2023-02-27,Industrial Area,Vandalism,Low
2023-02-27,Industrial Area,Vandalism,Medium
2023-02-27,Residential Zone,Assault,Low
2023-02-27,Residential Zone,Assault,Low
2023-02-27,Residential Zone,Theft,High
2023-02-27,City Center,Vandalism,Low
2023-02-27,City Center,Burglary,Medium
2023-02-27,City Center,Drug Offense,Low
2023-02-27,City Center,Vandalism,Low
2023-02-28,Downtown,Assault,Medium
2023-02-28,Downtown,Theft,High
2023-02-28,Downtown,Theft,Low
2023-02-28,Downtown,Vandalism,Low
2023-02-28,Downtown,Theft,Low
2023-02-28,Downtown,Vandalism,High
2023-02-28,Downtown,Drug Offense,Low
2023-02-28,Suburb,Vandalism,Medium
2023-02-28,Suburb,Vandalism,High
2023-02-28,Suburb,Vandalism,Medium
2023-02-28,Suburb,Drug Offense,Low
2023-02-28,Suburb,Drug Offense,High
2023-02-28,Suburb,Assault,Low
2023-02-28,Suburb,Theft,Medium
2023-02-28,Industrial Area,Assault,Low
2023-02-28,Industrial Area,Theft,Medium
2023-02-28,Industrial Area,Burglary,Low
2023-02-28,Industrial Area,Theft,Low
2023-02-28,Industrial Area,Burglary,Low
2023-02-28,Residential Zone,Assault,Low
2023-02-28,Residential Zone,Drug Offense,High
2023-02-28,Residential Zone,Vandalism,Medium
2023-02-28,Residential Zone,Assault,Low
2023-02-28,Residential Zone,Burglary,Low
2023-02-28,Residential Zone,Theft,Low
2023-02-28,City Center,Theft,Low
2023-02-28,City Center,Theft,Medium
2023-02-28,City Center,Assault,Low
2023-02-28,City Center,Drug Offense,Low
2023-03-01,Downtown,Burglary,Medium
2023-03-01,Downtown,Theft,Medium
2023-03-01,Downtown,Theft,Low
2023-03-01,Downtown,Burglary,Low
2023-03-01,Suburb,Drug Offense,Medium
2023-03-01,Suburb,Drug Offense,Low
2023-03-01,Suburb,Assault,Low
2023-03-01,Industrial Area,Vandalism,Low
2023-03-01,Industrial Area,Drug Offense,High
2023-03-01,Industrial Area,Vandalism,Medium
2023-03-01,Residential Zone,Vandalism,Medium
2023-03-01,Residential Zone,Drug Offense,Medium
2023-03-01,Residential Zone,Burglary,High
2023-03-01,Residential Zone,Drug Offense,High
2023-03-01,City Center,Assault,Low
2023-03-01,City Center,Theft,Low
2023-03-01,City Center,Drug Offense,Low
2023-03-01,City Center,Vandalism,Medium
2023-03-01,City Center,Vandalism,Low
2023-03-02,Downtown,Drug Offense,High
2023-03-02,Downtown,Burglary,Medium
2023-03-02,Downtown,Assault,Low
2023-03-02,Downtown,Vandalism,Low
2023-03-02,Downtown,Assault,Low
2023-03-02,Downtown,Assault,Medium
2023-03-02,Suburb,Drug Offense,Low
2023-03-02,Suburb,Theft,Low
2023-03-02,Suburb,Assault,Low
2023-03-02,Suburb,Assault,Low
2023-03-02,Suburb,Theft,High
2023-03-02,Industrial Area,Theft,Low
2023-03-02,Industrial Area,Vandalism,Medium
2023-03-02,Industrial Area,Theft,High
2023-03-02,Industrial Area,Drug Offense,High
2023-03-02,Residential Zone,Burglary,Low
2023-03-02,Residential Zone,Burglary,Low
2023-03-02,Residential Zone,Theft,High
2023-03-02,Residential Zone,Theft,High
2023-03-02,Residential Zone,Drug Offense,Medium
2023-03-02,Residential Zone,Theft,High
2023-03-02,Residential Zone,Vandalism,Low
2023-03-02,Residential Zone,Theft,High
2023-03-02,City Center,Theft,High
2023-03-02,City Center,Vandalism,Low
2023-03-02,City Center,Theft,High
2023-03-02,City Center,Drug Offense,Medium
2023-03-02,City Center,Vandalism,Medium
2023-03-02,City Center,Theft,Medium
2023-03-03,Downtown,Assault,Low
2023-03-03,Downtown,Vandalism,Low
2023-03-03,Downtown,Burglary,Low
2023-03-03,Downtown,Burglary,Low
2023-03-03,Downtown,Theft,Medium
2023-03-03,Downtown,Vandalism,Low
2023-03-03,Downtown,Theft,Medium
2023-03-03,Downtown,Drug Offense,Low
2023-03-03,Suburb,Assault,Low
2023-03-03,Suburb,Burglary,Low
2023-03-03,Suburb,Vandalism,Medium
2023-03-03,Industrial Area,Drug Offense,Low
2023-03-03,Industrial Area,Theft,Low
2023-03-03,Industrial Area,Assault,Low
2023-03-03,Residential Zone,Burglary,Low
2023-03-03,Residential Zone,Vandalism,Medium
2023-03-03,Residential Zone,Burglary,Medium
2023-03-03,Residential Zone,Assault,High
2023-03-03,Residential Zone,Drug Offense,Low
2023-03-03,Residential Zone,Theft,Low
2023-03-03,Residential Zone,Assault,Low
2023-03-03,Residential Zone,Assault,Low
2023-03-03,City Center,Assault,Low
2023-03-03,City Center,Vandalism,Low
2023-03-03,City Center,Theft,Low
2023-03-03,City Center,Assault,Medium
2023-03-03,City Center,Assault,Medium
2023-03-03,City Center,Vandalism,High
2023-03-03,City Center,Burglary,Low
2023-03-03,City Center,Burglary,Low
2023-03-04,Downtown,Theft,Low
2023-03-04,Downtown,Burglary,Low
2023-03-04,Downtown,Theft,High
2023-03-04,Downtown,Burglary,High
2023-03-04,Downtown,Burglary,Medium
2023-03-04,Downtown,Assault,High
2023-03-04,Downtown,Theft,Low
2023-03-04,Suburb,Vandalism,High
2023-03-04,Suburb,Assault,High
2023-03-04,Suburb,Assault,Low
2023-03-04,Suburb,Theft,Low
2023-03-04,Suburb,Assault,Low
2023-03-04,Industrial Area,Burglary,Low
2023-03-04,Industrial Area,Assault,Low
2023-03-04,Industrial Area,Assault,High
2023-03-04,Industrial Area,Theft,Medium
2023-03-04,Industrial Area,Theft,Low
2023-03-04,Industrial Area,Burglary,High
2023-03-04,Residential Zone,Theft,Low
2023-03-04,Residential Zone,Drug Offense,High
2023-03-04,Residential Zone,Vandalism,Low
2023-03-04,City Center,Assault,High
2023-03-04,City Center,Vandalism,Medium
2023-03-04,City Center,Vandalism,Low
2023-03-04,City Center,Drug Offense,Low
2023-03-05,Downtown,Drug Offense,High
2023-03-05,Downtown,Assault,Medium
2023-03-05,Downtown,Drug Offense,Low
2023-03-05,Downtown,Theft,Low
2023-03-05,Suburb,Vandalism,High
2023-03-05,Suburb,Assault,Low
2023-03-05,Industrial Area,Drug Offense,Low
2023-03-05,Industrial Area,Theft,Low
2023-03-05,Industrial Area,Burglary,Low
2023-03-05,Industrial Area,Assault,High
2023-03-05,Industrial Area,Theft,High
2023-03-05,Residential Zone,Theft,Low
2023-03-05,Residential Zone,Burglary,Medium
2023-03-05,Residential Zone,Vandalism,Medium
2023-03-05,Residential Zone,Assault,Medium
2023-03-05,Residential Zone,Theft,Medium
2023-03-05,Residential Zone,Theft,High
2023-03-05,Residential Zone,Burglary,Low
2023-03-05,Residential Zone,Burglary,High
2023-03-05,Residential Zone,Assault,Medium
2023-03-05,Residential Zone,Burglary,Low
2023-03-05,Residential Zone,Burglary,Medium
2023-03-05,City Center,Assault,Low
2023-03-05,City Center,Drug Offense,High
2023-03-06,Downtown,Burglary,High
2023-03-06,Downtown,Burglary,Medium
2023-03-06,Downtown,Drug Offense,Low
2023-03-06,Downtown,Drug Offense,Medium
2023-03-06,Suburb,Assault,High
2023-03-06,Suburb,Drug Offense,Low
2023-03-06,Suburb,Burglary,Medium
2023-03-06,Suburb,Theft,Low
2023-03-06,Industrial Area,Burglary,Low
2023-03-06,Industrial Area,Burglary,Low
2023-03-06,Industrial Area,Assault,Low
2023-03-06,Industrial Area,Drug Offense,Low
2023-03-06,Residential Zone,Vandalism,High
2023-03-06,Residential Zone,Drug Offense,Medium
2023-03-06,Residential Zone,Assault,Low
2023-03-06,Residential Zone,Burglary,Low
2023-03-06,Residential Zone,Burglary,Medium
2023-03-06,Residential Zone,Vandalism,Medium
2023-03-06,Residential Zone,Vandalism,Low
2023-03-06,Residential Zone,Assault,Low
2023-03-06,Residential Zone,Burglary,Low
2023-03-06,Residential Zone,Assault,Medium
2023-03-06,City Center,Drug Offense,Medium
2023-03-06,City Center,Burglary,Medium
2023-03-06,City Center,Drug Offense,Low
2023-03-06,City Center,Vandalism,Low
2023-03-06,City Center,Burglary,High
2023-03-06,City Center,Drug Offense,Medium
2023-03-06,City Center,Vandalism,Medium
2023-03-06,City Center,Vandalism,Medium
2023-03-07,Downtown,Vandalism,Low
2023-03-07,Downtown,Vandalism,High
2023-03-07,Downtown,Drug Offense,Low
2023-03-07,Downtown,Theft,Low
2023-03-07,Downtown,Theft,High
2023-03-07,Downtown,Drug Offense,Medium
2023-03-07,Downtown,Theft,Medium
2023-03-07,Suburb,Assault,Medium
2023-03-07,Suburb,Drug Offense,High
2023-03-07,Suburb,Burglary,Medium
2023-03-07,Suburb,Theft,Low
2023-03-07,Suburb,Burglary,High
2023-03-07,Industrial Area,Assault,Medium
2023-03-07,Industrial Area,Theft,Low
2023-03-07,Industrial Area,Vandalism,Low
2023-03-07,Residential Zone,Burglary,Medium
2023-03-07,Residential Zone,Drug Offense,Medium
2023-03-07,Residential Zone,Assault,Medium
2023-03-07,Residential Zone,Assault,Low
2023-03-07,Residential Zone,Burglary,Low
2023-03-07,City Center,Vandalism,Medium
2023-03-07,City Center,Burglary,Low
2023-03-07,City Center,Drug Offense,Low
2023-03-07,City Center,Vandalism,High
2023-03-08,Downtown,Vandalism,Low
2023-03-08,Downtown,Burglary,High
2023-03-08,Downtown,Burglary,Low
2023-03-08,Suburb,Drug Offense,Low
2023-03-08,Suburb,Assault,Low
2023-03-08,Suburb,Vandalism,Low
2023-03-08,Suburb,Vandalism,Low
2023-03-08,Industrial Area,Burglary,Low
2023-03-08,Industrial Area,Burglary,Low
2023-03-08,Industrial Area,Drug Offense,Medium
2023-03-08,Residential Zone,Vandalism,Low
2023-03-08,Residential Zone,Burglary,Low
2023-03-08,Residential Zone,Burglary,Low
2023-03-08,Residential Zone,Drug Offense,High
2023-03-08,City Center,Assault,Low
2023-03-08,City Center,Theft,Medium
2023-03-08,City Center,Theft,Low
2023-03-08,City Center,Theft,Low
2023-03-08,City Center,Assault,Low
2023-03-08,City Center,Burglary,Low
2023-03-09,Downtown,Burglary,Medium
2023-03-09,Downtown,Burglary,Low
2023-03-09,Downtown,Vandalism,Medium
2023-03-09,Downtown,Drug Offense,Medium
2023-03-09,Downtown,Burglary,Low
2023-03-09,Downtown,Burglary,High
2023-03-09,Downtown,Vandalism,Low
2023-03-09,Suburb,Burglary,Low
2023-03-09,Suburb,Vandalism,Medium
2023-03-09,Suburb,Vandalism,Medium
2023-03-09,Suburb,Assault,Low
2023-03-09,Suburb,Vandalism,Medium
2023-03-09,Suburb,Drug Offense,High
2023-03-09,Suburb,Drug Offense,Low
2023-03-09,Suburb,Drug Offense,Low
2023-03-09,Industrial Area,Burglary,High
2023-03-09,Industrial Area,Assault,Low
2023-03-09,Industrial Area,Vandalism,Low
2023-03-09,Industrial Area,Vandalism,Low
2023-03-09,Industrial Area,Theft,Low
2023-03-09,Industrial Area,Burglary,Medium
2023-03-09,Industrial Area,Burglary,Low
2023-03-09,Industrial Area,Burglary,Low
2023-03-09,Residential Zone,Drug Offense,Low
2023-03-09,Residential Zone,Theft,Low
2023-03-09,Residential Zone,Vandalism,High
2023-03-09,Residential Zone,Vandalism,High
2023-03-09,Residential Zone,Vandalism,Low
2023-03-09,Residential Zone,Drug Offense,Low
2023-03-09,Residential Zone,Drug Offense,High
2023-03-09,Residential Zone,Theft,High
2023-03-09,City Center,Vandalism,Low
2023-03-09,City Center,Vandalism,Low
2023-03-09,City Center,Burglary,Low
2023-03-09,City Center,Burglary,Low
2023-03-09,City Center,Theft,Low
2023-03-10,Downtown,Burglary,High
2023-03-10,Downtown,Theft,Medium
2023-03-10,Downtown,Assault,Medium
2023-03-10,Downtown,Assault,Medium
2023-03-10,Downtown,Theft,Low
2023-03-10,Downtown,Vandalism,Low
2023-03-10,Downtown,Theft,Medium
2023-03-10,Suburb,Drug Offense,Low
2023-03-10,Suburb,Vandalism,Low
2023-03-10,Suburb,Drug Offense,Low
2023-03-10,Industrial Area,Vandalism,Low
2023-03-10,Industrial Area,Vandalism,High
2023-03-10,Industrial Area,Vandalism,Low
2023-03-10,Industrial Area,Vandalism,Low
2023-03-10,Industrial Area,Theft,High
2023-03-10,Industrial Area,Drug Offense,Low
2023-03-10,Industrial Area,Burglary,Low
2023-03-10,Residential Zone,Theft,High
2023-03-10,Residential Zone,Theft,Medium
2023-03-10,City Center,Assault,Medium
2023-03-10,City Center,Assault,Low
2023-03-10,City Center,Vandalism,Medium
2023-03-10,City Center,Theft,Low
2023-03-11,Downtown,Assault,Medium
2023-03-11,Downtown,Theft,Medium
2023-03-11,Suburb,Assault,High
2023-03-11,Suburb,Drug Offense,Medium
2023-03-11,Suburb,Assault,Low
2023-03-11,Suburb,Assault,High
2023-03-11,Suburb,Theft,High
2023-03-11,Suburb,Theft,Low
2023-03-11,Suburb,Theft,Medium
2023-03-11,Suburb,Drug Offense,Medium
2023-03-11,Suburb,Vandalism,Low
2023-03-11,Industrial Area,Assault,Low
2023-03-11,Industrial Area,Burglary,High
2023-03-11,Industrial Area,Burglary,High
2023-03-11,Industrial Area,Vandalism,Medium
2023-03-11,Industrial Area,Theft,Low
2023-03-11,Residential Zone,Assault,High
2023-03-11,Residential Zone,Vandalism,High
2023-03-11,Residential Zone,Drug Offense,Low
2023-03-11,Residential Zone,Theft,Low
2023-03-11,Residential Zone,Drug Offense,Medium
2023-03-11,Residential Zone,Assault,Medium
2023-03-11,Residential Zone,Burglary,Low
2023-03-11,Residential Zone,Theft,Low
2023-03-11,City Center,Vandalism,Medium
2023-03-11,City Center,Drug Offense,Low
2023-03-11,City Center,Assault,Low
2023-03-11,City Center,Theft,Low
2023-03-11,City Center,Vandalism,Medium
2023-03-11,City Center,Theft,Medium
2023-03-11,City Center,Theft,Low
2023-03-12,Downtown,Assault,High
2023-03-12,Downtown,Theft,High
2023-03-12,Downtown,Drug Offense,Medium
2023-03-12,Downtown,Vandalism,High
2023-03-12,Downtown,Assault,High
2023-03-12,Downtown,Burglary,Medium
2023-03-12,Suburb,Assault,Low
2023-03-12,Suburb,Assault,Low
2023-03-12,Suburb,Burglary,Low
2023-03-12,Suburb,Burglary,Low
2023-03-12,Industrial Area,Theft,Medium
2023-03-12,Industrial Area,Burglary,Low
2023-03-12,Industrial Area,Drug Offense,Medium
2023-03-12,Industrial Area,Burglary,High
2023-03-12,Industrial Area,Burglary,Low
2023-03-12,Industrial Area,Theft,High
2023-03-12,Industrial Area,Burglary,Low
2023-03-12,Residential Zone,Burglary,Low
2023-03-12,Residential Zone,Assault,Low
2023-03-12,Residential Zone,Theft,Low
2023-03-12,City Center,Theft,Low
2023-03-12,City Center,Vandalism,Low
2023-03-12,City Center,Drug Offense,High
2023-03-12,City Center,Drug Offense,Low
2023-03-12,City Center,Assault,Low
2023-03-12,City Center,Assault,Low
2023-03-12,City Center,Assault,High
2023-03-13,Downtown,Theft,Low
2023-03-13,Downtown,Burglary,High
2023-03-13,Downtown,Drug Offense,Medium
2023-03-13,Downtown,Drug Offense,Low
2023-03-13,Downtown,Drug Offense,Medium
2023-03-13,Suburb,Drug Offense,Medium
2023-03-13,Suburb,Drug Offense,Medium
2023-03-13,Suburb,Burglary,Medium
2023-03-13,Suburb,Theft,Low
2023-03-13,Suburb,Theft,Low
2023-03-13,Industrial Area,Assault,Medium
2023-03-13,Industrial Area,Assault,Low
2023-03-13,Industrial Area,Drug Offense,Low
2023-03-13,Industrial Area,Burglary,High
2023-03-13,Residential Zone,Assault,Medium
2023-03-13,Residential Zone,Burglary,Medium
2023-03-13,Residential Zone,Burglary,Medium
2023-03-13,City Center,Burglary,Low
2023-03-13,City Center,Vandalism,Medium
2023-03-13,City Center,Assault,Low
2023-03-14,Downtown,Vandalism,Medium
2023-03-14,Downtown,Theft,Low
2023-03-14,Downtown,Drug Offense,Low
2023-03-14,Downtown,Burglary,High
2023-03-14,Downtown,Theft,Low
2023-03-14,Downtown,Vandalism,Medium
2023-03-14,Downtown,Burglary,Medium
2023-03-14,Suburb,Burglary,Low
2023-03-14,Suburb,Assault,High
2023-03-14,Suburb,Burglary,Low
2023-03-14,Suburb,Theft,Medium
2023-03-14,Suburb,Theft,Medium
2023-03-14,Suburb,Theft,Medium
2023-03-14,Suburb,Vandalism,High
2023-03-14,Suburb,Assault,Medium
2023-03-14,Industrial Area,Drug Offense,Low
2023-03-14,Industrial Area,Drug Offense,High
2023-03-14,Industrial Area,Burglary,Low
2023-03-14,Residential Zone,Assault,High
2023-03-14,Residential Zone,Drug Offense,Low
2023-03-14,Residential Zone,Drug Offense,Medium
2023-03-14,Residential Zone,Burglary,Medium
2023-03-14,City Center,Drug Offense,Low
2023-03-14,City Center,Drug Offense,Low
2023-03-14,City Center,Theft,Low
2023-03-14,City Center,Theft,High
2023-03-15,Downtown,Drug Offense,Low
2023-03-15,Downtown,Drug Offense,Medium
2023-03-15,Downtown,Vandalism,Medium
2023-03-15,Downtown,Burglary,Low
2023-03-15,Downtown,Assault,Low
2023-03-15,Downtown,Burglary,Medium
2023-03-15,Suburb,Vandalism,Low
2023-03-15,Suburb,Drug Offense,Low
2023-03-15,Suburb,Assault,Low
2023-03-15,Suburb,Theft,Low
2023-03-15,Suburb,Burglary,Low
2023-03-15,Suburb,Assault,Medium
2023-03-15,Industrial Area,Burglary,Medium
2023-03-15,Industrial Area,Drug Offense,Medium
2023-03-15,Industrial Area,Burglary,Medium
2023-03-15,Industrial Area,Assault,Low
2023-03-15,Industrial Area,Theft,Medium
2023-03-15,Residential Zone,Vandalism,High
2023-03-15,Residential Zone,Vandalism,Medium
2023-03-15,Residential Zone,Assault,Low
2023-03-15,Residential Zone,Drug Offense,Low
2023-03-15,Residential Zone,Assault,Low
2023-03-15,City Center,Burglary,Medium
2023-03-15,City Center,Vandalism,Low
2023-03-15,City Center,Theft,Medium
2023-03-15,City Center,Assault,Low
2023-03-15,City Center,Assault,Medium
2023-03-16,Downtown,Burglary,Low
2023-03-16,Downtown,Theft,Low
2023-03-16,Downtown,Vandalism,Low
2023-03-16,Downtown,Burglary,Low
2023-03-16,Downtown,Burglary,High
2023-03-16,Suburb,Vandalism,Low
2023-03-16,Suburb,Assault,Medium
2023-03-16,Suburb,Theft,Medium
2023-03-16,Suburb,Theft,Low
2023-03-16,Suburb,Theft,Medium
2023-03-16,Suburb,Drug Offense,Low
2023-03-16,Industrial Area,Drug Offense,Low
2023-03-16,Industrial Area,Drug Offense,Low
2023-03-16,Industrial Area,Vandalism,Medium
2023-03-16,Industrial Area,Assault,Low
2023-03-16,Industrial Area,Assault,Low
2023-03-16,Industrial Area,Vandalism,Low
2023-03-16,Industrial Area,Theft,Medium
2023-03-16,Industrial Area,Burglary,Medium
2023-03-16,Residential Zone,Vandalism,Low
2023-03-16,Residential Zone,Vandalism,Low
2023-03-16,Residential Zone,Assault,Low
2023-03-16,Residential Zone,Burglary,High
2023-03-16,Residential Zone,Drug Offense,High
2023-03-16,City Center,Assault,Low
2023-03-16,City Center,Burglary,Medium
2023-03-16,City Center,Burglary,Low
2023-03-17,Downtown,Theft,Low
2023-03-17,Downtown,Burglary,Low
2023-03-17,Downtown,Drug Offense,Medium
2023-03-17,Downtown,Burglary,Low
2023-03-17,Suburb,Drug Offense,High
2023-03-17,Suburb,Assault,Low
2023-03-17,Suburb,Burglary,Low
2023-03-17,Suburb,Theft,Low
2023-03-17,Suburb,Drug Offense,Low
2023-03-17,Suburb,Burglary,Low
2023-03-17,Suburb,Theft,Medium
2023-03-17,Suburb,Assault,Medium
2023-03-17,Suburb,Vandalism,Low
2023-03-17,Industrial Area,Assault,Medium
2023-03-17,Residential Zone,Burglary,Medium
2023-03-17,Residential Zone,Theft,Low
2023-03-17,Residential Zone,Burglary,Medium
2023-03-17,Residential Zone,Theft,High
2023-03-17,Residential Zone,Burglary,Medium
2023-03-17,City Center,Vandalism,Low
2023-03-17,City Center,Vandalism,High
2023-03-17,City Center,Theft,Low
2023-03-17,City Center,Theft,Medium
2023-03-17,City Center,Vandalism,Medium
2023-03-17,City Center,Burglary,Low
2023-03-17,City Center,Assault,Low
2023-03-17,City Center,Assault,Medium
2023-03-18,Downtown,Theft,Low
2023-03-18,Suburb,Burglary,Low
2023-03-18,Suburb,Vandalism,Medium
2023-03-18,Industrial Area,Vandalism,Low
2023-03-18,Industrial Area,Assault,Low
2023-03-18,Industrial Area,Drug Offense,Low
2023-03-18,Industrial Area,Theft,Low
2023-03-18,Industrial Area,Theft,Medium
2023-03-18,Industrial Area,Drug Offense,Medium
2023-03-18,Residential Zone,Vandalism,Low
2023-03-18,Residential Zone,Drug Offense,Low
2023-03-18,Residential Zone,Burglary,Medium
2023-03-18,Residential Zone,Theft,Medium
2023-03-18,Residential Zone,Theft,Low
2023-03-18,Residential Zone,Burglary,High
2023-03-18,Residential Zone,Drug Offense,Low
2023-03-18,Residential Zone,Drug Offense,Low
2023-03-18,Residential Zone,Assault,Low
2023-03-18,City Center,Theft,Medium
2023-03-18,City Center,Assault,Medium
2023-03-18,City Center,Burglary,High
2023-03-18,City Center,Vandalism,High
2023-03-18,City Center,Theft,Low
2023-03-19,Downtown,Drug Offense,Low
2023-03-19,Downtown,Theft,Medium
2023-03-19,Downtown,Theft,Medium
2023-03-19,Downtown,Drug Offense,Low
2023-03-19,Downtown,Vandalism,Low
2023-03-19,Downtown,Assault,Low
2023-03-19,Suburb,Theft,Low
2023-03-19,Suburb,Drug Offense,Low
2023-03-19,Suburb,Assault,Low
2023-03-19,Suburb,Drug Offense,Medium
2023-03-19,Industrial Area,Drug Offense,Medium
2023-03-19,Industrial Area,Theft,Low
2023-03-19,Industrial Area,Vandalism,Low
2023-03-19,Industrial Area,Vandalism,Low
2023-03-19,Industrial Area,Drug Offense,Low
2023-03-19,Industrial Area,Theft,Low
2023-03-19,Industrial Area,Theft,Low
2023-03-19,Industrial Area,Assault,Low
2023-03-19,Residential Zone,Burglary,Medium
2023-03-19,Residential Zone,Drug Offense,Low
2023-03-19,Residential Zone,Vandalism,Medium
2023-03-19,Residential Zone,Drug Offense,Medium
2023-03-19,Residential Zone,Drug Offense,Low
2023-03-19,Residential Zone,Burglary,Low
2023-03-19,City Center,Assault,Low
2023-03-19,City Center,Theft,Medium
2023-03-19,City Center,Drug Offense,Medium
2023-03-19,City Center,Drug Offense,Low
2023-03-19,City Center,Theft,Medium
2023-03-19,City Center,Vandalism,Medium
2023-03-20,Downtown,Vandalism,Low
